qid,Len,P31,P1416,P101,P856,P17,P1448
,Future Water Cluster,Q43229,Q391028,Q2374463,https://water.ubc.ca/,Q16,Building A Research Cluster Visualization Prototype Using Citation and Social Network Analysis
